Name,SMILES,hit_inh,hit_kill,hit_inh_epi_unc,hit_kill_epi_unc
AC-710,CCN1C(C)(C)CC(CC1(C)C)Oc1ccc(nc1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1,0.001748504687687576,0.004349660147624945,4.011256825958333e-06,2.8389715841092876e-05
bisphenol-A,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0.0016962524775105219,0.004053978812104712,1.356212949943637e-06,2.0784169405780337e-05
ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,0.003678108953560392,0.006204273338274409,4.502941051094823e-06,3.713489001270239e-05
cenobamate,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,0.006266066973428981,0.004446298846908503,7.674850189256374e-05,3.8747609110266586e-05
deoxyarbutin,"Oc1ccc(O[C@H]2CCCCO2)cc1 |&1:6,r|",0.0027713288291124627,0.002344573649149121,5.733530664710044e-06,7.067758344354712e-06
hexamethonium,C[N+](C)(C)CCCCCC[N+](C)(C)C,0.11017617831627528,0.297296682993571,0.008265739672790106,0.024019062044459707
NVS-PAK1-1,CC(C)NC(=O)N1CC[C@@H](C1)NC1=Nc2cc(F)ccc2N(CC(F)F)c2ccc(Cl)cc12 |t:13|,0.007770709282340249,0.02092818325521269,3.144827561326526e-05,0.0002173302923338163
propylene-glycol,"C[C@@H](O)CO |&1:1,r|",0.0025208004353771685,0.005900151467358228,3.196099859226322e-06,3.181085530554477e-05
astragaloside-a,CC(C)(O)[C@H]1CC[C@](C)(O1)[C@H]1[C@@H](O)C[C@@]2(C)[C@@H]3C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4[C@]5(C[C@@]35CC[C@]12C)CC[C@H](O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)C4(C)C,0.02591230619388322,0.06581804557936266,0.0003240369227322379,0.0027989652550113337
PP-121,Nc1ncnc2n(nc(-c3cnc4[nH]ccc4c3)c12)C1CCCC1,0.01744032994671822,0.03471722426362097,0.0005803123443033133,0.0018358004901207691
tavaborole,OB1OCc2cc(F)ccc12,0.04375146702803553,0.03263702716841029,0.001870732464651701,0.0006311939047071192
RG7834,COCCCOc1cc2C[C@@H](C(C)C)n3cc(C(O)=O)c(=O)cc3-c2cc1OC,0.30159137149651843,0.16721755266189575,0.010322258185905092,0.0010706457168440469
amthamine,Cc1nc(N)sc1CCN,0.05372334256147345,0.03282581766446432,0.0014680387021211206,0.0005261226331114083
ditolylguanidine,Cc1ccccc1NC(=N)Nc1ccccc1C,0.0022781830630265176,0.010404500217797855,1.878665289699773e-06,4.565545599493191e-05
GM-1485,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(O)=O,0.000835573097823672,0.00026225547350331124,1.0438657993851651e-06,1.327167842186296e-07
RS-67333,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,0.00486841300304756,0.007460534081891031,2.315769547548668e-05,3.443166438640652e-05
NMS-1286937,CN1CCN(CC1)c1ccc(OC(F)(F)F)c(Nc2ncc3CCc4c(nn(CCO)c4-c3n2)C(N)=O)c1,0.02673579383311638,0.0185386853881937,0.00035507723223274034,0.0001745347334772732
GNF-2,NC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,0.0008534419603165588,0.004454892447635454,7.714079958898563e-07,2.1955138265286728e-05
adoprazine,Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1,0.013288746937178075,0.023071411832158144,0.00020945652684973976,0.0004842425387212566
indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.00047200671391086263,0.0018099232435891583,3.448556222391017e-07,5.66411694671553e-06
olomoucine,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12,0.003358807640855351,0.010063430579862143,2.081271933284638e-05,0.00017313283570963606
SB-200646,Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc12,0.005106448671237255,0.010860497112541148,2.6111029694295357e-05,0.00014856520010245403
proquazone,CC(C)n1c2cc(C)ccc2c(nc1=O)-c1ccccc1,0.0071251321739206714,0.023914830332311492,2.1452496996907544e-05,0.0002989722165457891
ambroxol,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1 |r|,0.03604515269398689,0.13916903734207153,3.7804717235773166e-05,0.0016813506218077794
levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1,0.00011704380239171049,0.0005854326139077178,1.2791931616158713e-08,2.438136589309405e-07
methylparaben,COC(=O)c1ccc(O)cc1,0.002407001823686805,0.003393127584221093,9.040406019878275e-06,2.1047310990985934e-05
PD-156707,COc1ccc(cc1)C(=O)C(\Cc1cc(OC)c(OC)c(OC)c1)=C(/C(O)=O)c1ccc2OCOc2c1,0.0076296084222728195,0.012164314338178883,5.720770188647145e-05,0.0001444710222922053
V-51,COc1cc(CN2CCN(CC2)c2ccc(F)cc2)cc(OC)c1OC,0.008625362893023217,0.01570372239439166,8.577553203058925e-05,0.00022782487097924102
deptropine,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1c2ccccc2CCc2ccccc12 |r,THB:0:1:3.4:6.7.8|",Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
nepafenac,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0.004258089441009361,0.004318914085994645,2.634494231109908e-05,3.220971209678671e-05
ivabradine,COc1cc2C[C@H](CN(C)CCCN3CCc4cc(OC)c(OC)cc4CC3=O)c2cc1OC,0.016984528085837763,0.04662959051590102,0.00021871320334826392,0.0013614505648318366
L-asparagine,N[C@@H](CC(N)=O)C(O)=O,0.003095915405455875,0.0029312820117880366,1.69155263984219e-05,1.6491593882005244e-05
VE-821,CS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1ccccc1,0.0038655783282592893,0.005143786481009253,1.9877468434985872e-05,4.920928127991883e-05
urea,NC(N)=O,0.0065666963372154425,0.011600034951854354,6.953622430422486e-05,0.00023320776083921965
methimazole,Cn1cc[nH]c1=S,0.0019283950707439008,0.003523359182657041,6.721079481736485e-06,2.3860871780015143e-05
benperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O,0.0009601737068957542,0.0018623694936555542,8.362632278265132e-07,3.677011021150867e-06
GSK-J4,CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1,0.0053583641017667105,0.016136480735838177,4.9749460479203136e-05,0.0004524168319366888
phenothrin,"CC(C)=C[C@H]1[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C |&1:4,&2:5,r|",0.0013632008559246362,0.009011392489204203,1.772949446894506e-06,0.00011577131668947458
veliparib,C[C@@]1(CCCN1)c1nc2cccc(C(N)=O)c2[nH]1,0.0012410785490904648,0.0013513139866182893,2.162530243999273e-06,3.0075399647695757e-06
L-161982,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(cc1)-c1ccccc1S(=O)(=O)NC(=O)c1sccc1C,0.00021519864503716235,0.002209488448291571,4.1487446205241605e-08,7.069450645559394e-06
PQ-401,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,0.004387004788441118,0.01646078276341238,1.4717705012419483e-05,0.0002031544177273645
BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1cnc[nH]1,0.0018323296665509285,0.005858353592562556,5.837487203754836e-06,5.316580895448866e-05
cantharidin,C[C@]12[C@@H]3CC[C@@H](O3)[C@@]1(C)C(=O)OC2=O,0.006891298905732886,0.004745258345375684,2.767050846366863e-05,2.1230459314991042e-05
ebastine,CC(C)(C)c1ccc(cc1)C(=O)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1,0.001282545922852781,0.008746297201165968,1.319539323014118e-06,8.209517275874434e-05
8-hydroxy-PIPAT,CCCN(C\C=C\I)[C@H]1CCc2cccc(O)c2C1 |&1:8|,0.004629804614521605,0.014216905893849533,2.220165039387445e-05,0.00022437175558298082
cytisine,O=c1cccc2[C@H]3CNC[C@H](C3)Cn12,0.004323577367661831,0.003624330573681315,9.964403664520399e-06,1.2333572212590594e-05
TUG-891,Cc1ccc(cc1)-c1ccc(F)cc1COc1ccc(CCC(O)=O)cc1,0.0028058417180242636,0.007274166889449892,6.344868770611799e-06,6.768912383742849e-05
dasabuvir,COc1c(cc(cc1C(C)(C)C)-n1ccc(=O)[nH]c1=O)-c1ccc2cc(NS(C)(=O)=O)ccc2c1,0.0012297030868163954,0.005218311877494368,1.052763106537749e-06,3.5834340003585375e-05
OSI-420,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCO,0.00105444927339704,0.005694358685407981,1.5752922442426972e-06,3.9645135021034633e-05
dabigatran,Cn1c(CNc2ccc(cc2)C(N)=N)nc2cc(ccc12)C(=O)N(CCC(O)=O)c1ccccn1,0.014717085269997673,0.018573637378722196,0.00031015971420621306,0.00042060156161665096
tazobactam,C[C@]1(Cn2ccnn2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,0.022964147692012677,0.0010947169616368768,0.00038487725249047763,2.134812417450521e-06
CPP,OC(=O)[C@H]1CN(CCCP(O)(O)=O)CCN1,0.0010638901537089556,0.0008693939179288384,1.9710485575872358e-06,1.4685677996934428e-06
iopanic-acid,"CC[C@@H](Cc1c(I)cc(I)c(N)c1I)C(O)=O |&1:2,r|",0.0011007008579326794,0.003932160752204557,2.161623519669746e-06,2.811253579360977e-05
nimustine,Cc1ncc(CNC(=O)N(CCCl)[NH2+][O-])c(N)n1,0.031243027401311945,0.04423577440320514,0.0009389092545232961,0.0009799114841992566
GSK2256294A,CNc1nc(C)nc(N[C@H]2CCC[C@H](C2)C(=O)NCc2ccc(cc2C(F)(F)F)C#N)n1,0.00036003217632796236,0.007059639877979862,6.74252273520262e-08,3.39634034701336e-05
PTC-028,Cc1nc2cc(F)c(F)cc2n1-c1cncc(Nc2ccc(cc2)C(F)(F)F)n1,0.0013911218919323194,0.01779678427556064,1.1090726927226315e-06,0.00017479656303873677
CCT-031374,O=C(CN1C2=NCCN2c2ccccc12)c1ccc(cc1)-c1ccccc1 |t:4|,0.004900879614676039,0.01430029885765786,1.6778954670279245e-05,0.00018854366401156456
acamprosate,CC(=O)NCCCS(O)(=O)=O,0.00028223099776880645,0.00154384845750144,1.5460698035136976e-07,4.749418704097926e-06
KRCA-0008,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccc(cc2OC)N2CCN(CC2)C(C)=O)n1)N1CCN(CC1)C(C)=O,0.009683015581837632,0.02688779147558762,0.00015308866233118784,0.0008261115779509889
ANR-94,CCOc1nc2c(N)ncnc2n1CC,0.0055954032452039115,0.004903717659252651,6.122211220593907e-05,4.51586351173926e-05
KB-R7943,NC(=N)SCCc1ccc(OCc2ccc(cc2)[N+]([O-])=O)cc1,0.007146510838841398,0.010184612513209382,1.9071794438432215e-05,0.00012169462235558667
L-ascorbyl-6-palmitate,"CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(=O)[C@@H]1O |a:19,21,&1:27|",0.015002121586197367,0.014399232425300093,0.00010728704547161419,0.00031071316630521553
BW-B70C,"C[C@@H](\C=C\c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O |&1:1,r|",0.000658481585856426,0.0018565182855070361,3.594103565240088e-07,4.196264252556619e-06
bucillamine,CC(C)(S)C(=O)N[C@@H](CS)C(O)=O,0.0003790053514691749,0.0005916514997122609,2.3907034672327627e-07,6.46951280029014e-07
IEM1754,NCCCCCNCC12CC3CC(CC(C3)C1)C2,0.026247244679729793,0.07163864188903712,0.00037997415485302005,0.002720976212282771
harringtonine,[H][C@@]12[C@H](OC(=O)[C@@](O)(CCC(C)(C)O)CC(=O)OC)C(OC)=C[C@@]11CCCN1CCc1cc3OCOc3cc21 |c:21|,0.014084037717111642,0.015939757267612247,0.0001460375188131908,0.00024898750353855964
hydroxypropyl-beta-cyclodextrin,"C[C@@H](O)COC[C@H]1O[C@@H]2O[C@@H]3[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]4[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]5[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]6[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]7[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]8[C@@H](COC[C@@H](C)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O |a:6,8,10,11,19,21,22,30,32,33,41,43,44,52,54,55,63,65,66,74,76,77,79,81,83,85,87,89,91,93,95,97,99,101,103,&1:1,&2:15,&3:26,&4:37,&5:48,&6:59,&7:70|",0.03566651993605774,0.07209730879306638,0.0006431297486953603,0.0033029518382964185
trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C(O)=O,0.004292719795103039,0.0033353716726575535,1.4674208026391896e-05,1.5761856442679383e-05
4-CMTB,"CC(C)[C@@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1 |&1:3,r|",0.005957461893558502,0.007103708474460291,3.3569439323528006e-05,7.393627894059942e-05
nalfurafine,CN([C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45)C(=O)\C=C\c1ccoc1,0.019621267854139052,0.008714029675691867,0.00028871924367501826,5.445067033055715e-05
PP-2,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12,0.008266063638681468,0.025891891760390234,0.00011658115262920894,0.0007651281544796747
cypermethrin,"CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1 |&1:3,&2:8,&3:12,r|",0.00010817205444861126,0.0011611904616681084,6.921538497706485e-09,6.343898722156246e-07
LY255283,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nn[nH]n1,0.00234968142285652,0.0030890606577903177,9.257438102380592e-06,1.6746410540672437e-05
GW-501516,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(cc1)C(F)(F)F,0.0015304741594566924,0.0028528322309284704,1.574809028783706e-06,7.6144824259187315e-06
diacetamate,CC(=O)Nc1ccc(OC(C)=O)cc1,0.000940339732769265,0.002194898216477744,1.0002861742567228e-06,7.401168698236345e-06
bumetanide,CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O,0.009842267977849891,0.011576509627047926,5.481042343751175e-05,0.00011613827560638119
omega-(4-iodophenyl)pentadecanoic-acid,OC(=O)CCCCCCCCCCCCCCc1ccc(I)cc1,0.019848849116290996,0.046882135203001475,0.00019852905499070732,0.0016944406101454933
nelociguat,COC(=O)Nc1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncccc12,0.04079647366112719,0.05688633857304618,0.0017925918716833284,0.002630527851195264
D-delta-tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(O)cc(C)c2O1,0.05123081958542267,0.13429227222998938,0.0012225251898514955,0.009015847148732652
exo-IWR-1,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@H]3C[C@H](C=C3)[C@H]2C1=O |c:29|,0.021440318087115884,0.036896107563128076,0.0002359538206327421,0.0009524364108112622
fenbendazole,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,0.001211621718994138,0.0035725250760378913,2.4430524068842112e-06,2.207027409309636e-05
flutamide,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0.00021449908224961214,0.000873163445779331,2.6593341821269657e-08,7.814958960219177e-07
acetriazoic-acid,CC(=O)Nc1c(I)cc(I)c(C(O)=O)c1I,0.0035031145283331475,0.011892857030034067,1.127510359704788e-05,0.0001454842549010529
elvitegravir,COc1cc2n(cc(C(O)=O)c(=O)c2cc1Cc1cccc(Cl)c1F)[C@H](CO)C(C)C,0.32909930249055225,0.2775848060846329,0.011219657971483216,0.008253809597424056
TC-OT-39,CN1CCCN(CC1)C(=S)[C@@H]1CCCN1C(=O)NCc1ccc(cc1C)C(=O)N1Cc2cnn(C)c2Nc2ccccc12,0.002591305741034944,0.005321027230256921,7.084927106526015e-06,3.539279018876652e-05
E3330,"CCCCCCCCC\C(=C/C1=C(C)C(=O)C(OC)=C(OC)C1=O)C(O)=O |c:11,t:18|",0.01649368756140272,0.01873375343469282,6.315346046702144e-05,0.0003151407318306137
sulfanitran,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)[N+]([O-])=O,0.001633880312662465,0.004134320666973205,3.867236929115346e-06,3.0844173872518554e-05
OLDA,CCCCCCCC\C=C/CCCCCCCC(=O)NCCc1ccc(O)c(O)c1,0.014945587144603957,0.03346009522119848,0.00019418251459697475,0.001557284244906698
SR-2640,OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,0.01141875439013044,0.034563304080317415,0.00015133531796663843,0.0010112949665959904
SD-2590,COCCN1CCC(CC1)(C(=O)NO)S(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,6.5160446148127e-05,0.0003020535533266866,3.728400927666369e-09,1.31662787825685e-07
